truckid,driverid,rdate,miles,gas,mpg
A50,A50,dec12,12873,2635,4.885388994
A50,A50,nov12,11262,2603,4.326546293
A50,A50,oct12,12526,2460,5.091869919
A50,A50,sep12,11292,2390,4.724686192
A50,A50,aug12,9776,2023,4.832427088
A50,A50,jul12,9738,2239,4.349263064
A50,A50,jun12,9526,2185,4.3597254
A50,A50,may12,11198,2266,4.941747573
A50,A50,apr12,14401,2572,5.599144635
A50,A50,mar12,9407,1822,5.163007684
A50,A50,feb12,13254,2609,5.080107321
A50,A50,jan12,10245,2054,4.987828627
A50,A50,dec11,14538,2755,5.276950998
A50,A50,nov11,10320,1928,5.352697095
A50,A50,oct11,8896,1618,5.498145859
A50,A50,sep11,13607,2906,4.68238128
A50,A50,aug11,12336,2823,4.369819341
A50,A50,jul11,10022,1906,5.258132214
A50,A50,jun11,10478,2880,3.638194444
A50,A50,may11,10723,2880,3.723263889
A50,A50,apr11,8768,2880,3.044444444
A50,A50,mar11,14347,2880,4.981597222
A50,A50,feb11,9187,2880,3.189930556
A50,A50,jan11,14991,2880,5.205208333
A50,A50,dec10,11605,2880,4.029513889
A50,A50,nov10,15102,2880,5.24375
A50,A50,oct10,13975,2880,4.852430556
A50,A50,sep10,14209,2880,4.933680556
A50,A50,aug10,10600,2880,3.680555556
A50,A50,jul10,13128,2880,4.558333333
A50,A50,jun10,9704,2880,3.369444444
A50,A50,may10,14565,2880,5.057291667
A50,A50,apr10,9136,2880,3.172222222
A50,A50,mar10,12003,2880,4.167708333
A50,A50,feb10,9714,2880,3.372916667
A50,A50,jan10,10157,2880,3.526736111
A50,A50,dec09,12304,2880,4.272222222
A50,A50,nov09,11023,2880,3.827430556
A50,A50,oct09,12144,2880,4.216666667
A50,A50,sep09,11396,2880,3.956944444
A50,A50,aug09,12068,2880,4.190277778
A50,A50,jul09,10214,2880,3.546527778
A50,A50,jun09,12837,2880,4.457291667
A50,A50,may09,12168,2880,4.225
A50,A50,apr09,14873,2880,5.164236111
A50,A50,mar09,15032,2880,5.219444444
A50,A50,feb09,14067,2880,4.884375
A50,A50,jan09,12870,2880,4.46875
A51,A51,jun13,9423,2214,4.256097561
A51,A51,may13,9794,1743,5.619047619
A51,A51,apr13,10788,2289,4.712975098
A51,A51,mar13,11504,2023,5.686604053
A51,A51,feb13,11338,2339,4.847370671
A51,A51,jan13,9703,1866,5.199892819
A51,A51,dec12,10250,2139,4.791958859
A51,A51,nov12,12706,2288,5.553321678
A51,A51,oct12,9436,1664,5.670673077
A51,A51,sep12,13903,2990,4.649832776
A51,A51,aug12,9236,1960,4.712244898
A51,A51,jul12,13323,2314,5.757562662
A51,A51,jun12,10329,2217,4.658998647
A51,A51,may12,10447,2005,5.210473815
A51,A51,apr12,11533,1952,5.90829918
A51,A51,mar12,10630,2422,4.388934765
A51,A51,feb12,11354,2006,5.66001994
A51,A51,jan12,11705,2040,5.737745098
A51,A51,dec11,10616,2398,4.427022519
A51,A51,nov11,10452,1945,5.37377892
A51,A51,oct11,10509,2030,5.176847291
A51,A51,sep11,8830,1910,4.623036649
A51,A51,aug11,10536,1833,5.747954173
A51,A51,jul11,12253,2298,5.33202785
A51,A51,jun11,11049,1961,5.634370219
A51,A51,may11,9331,1961,4.758286588
A51,A51,apr11,12195,1961,6.218765936
A51,A51,mar11,13398,1961,6.832228455
A51,A51,feb11,12334,1961,6.289648139
A51,A51,jan11,11905,1961,6.070882203
A51,A51,dec10,11006,1961,5.612442631
A51,A51,nov10,12156,1961,6.198878123
A51,A51,oct10,13741,1961,7.007139215
A51,A51,sep10,14606,1961,7.448240694
A51,A51,aug10,10978,1961,5.598164202
A51,A51,jul10,10212,1961,5.20754717
A51,A51,jun10,15346,1961,7.825599184
A51,A51,may10,10567,1961,5.388577257
A51,A51,apr10,13371,1961,6.818459969
A51,A51,mar10,13384,1961,6.82508924
A51,A51,feb10,11671,1961,5.951555329
A51,A51,jan10,13477,1961,6.872514023
A51,A51,dec09,9025,1961,4.602243753
A51,A51,nov09,13087,1961,6.6736359
A51,A51,oct09,11028,1961,5.623661397
A51,A51,sep09,10403,1961,5.304946456
A51,A51,aug09,11631,1961,5.931157573
A51,A51,jul09,12126,1961,6.183579806
A51,A51,jun09,12768,1961,6.510963794
A51,A51,may09,15559,1961,7.934217236
A51,A51,apr09,10011,1961,5.105048445
A51,A51,mar09,11662,1961,5.946965834
A51,A51,feb09,10194,1961,5.19836818
A51,A51,jan09,13945,1961,7.111167772
A52,A52,jun13,12971,2545,5.096660118
A52,A52,may13,12805,2653,4.826611383
A52,A52,apr13,14872,2911,5.108897286
A52,A52,mar13,10103,1890,5.345502646
A52,A52,feb13,13266,2681,4.948153674
A52,A52,jan13,13761,2749,5.005820298
A52,A52,dec12,14324,2506,5.715881883
A52,A52,nov12,11496,2214,5.192411924
A52,A52,oct12,13767,2530,5.441501976
A52,A52,sep12,10588,2038,5.1952895
A52,A52,aug12,15013,2952,5.085704607
A52,A52,jul12,11463,2223,5.156545209
A52,A52,jun12,12089,2560,4.722265625
A52,A52,may12,12904,2869,4.497734402
A52,A52,apr12,11080,2076,5.337186898
A52,A52,mar12,12867,2695,4.774397032
A52,A52,feb12,11403,2304,4.94921875
A52,A52,jan12,11225,2656,4.22628012
A52,A52,dec11,11421,2476,4.612681745
A52,A52,nov11,14594,2931,4.97918799
A52,A52,oct11,10251,1837,5.580293958
A52,A52,sep11,12316,2641,4.663385081
A52,A52,aug11,14174,3087,4.591512796
A52,A52,jul11,11656,2422,4.81255161
A52,A52,jun11,10324,2854,3.617379117
A52,A52,may11,13089,2854,4.586194814
A52,A52,apr11,12053,2854,4.223195515
A52,A52,mar11,11511,2854,4.033286615
A52,A52,feb11,12959,2854,4.540644709
A52,A52,jan11,12291,2854,4.306587246
A52,A52,dec10,12167,2854,4.263139453
A52,A52,nov10,14738,2854,5.163980378
A52,A52,oct10,15021,2854,5.263139453
A52,A52,sep10,13469,2854,4.719341275
A52,A52,aug10,15080,2854,5.283812193
A52,A52,jul10,15025,2854,5.264540995
A52,A52,jun10,13005,2854,4.556762439
A52,A52,may10,12213,2854,4.279257183
A52,A52,apr10,13163,2854,4.612123336
A52,A52,mar10,10128,2854,3.548703574
A52,A52,feb10,13802,2854,4.836019622
A52,A52,jan10,14835,2854,5.197967765
A52,A52,dec09,11999,2854,4.204274702
A52,A52,nov09,12215,2854,4.279957954
A52,A52,oct09,13297,2854,4.659074982
A52,A52,sep09,12157,2854,4.259635599
A52,A52,aug09,13679,2854,4.792922214
A52,A52,jul09,10040,2854,3.517869657
A52,A52,jun09,10999,2854,3.853889278
A52,A52,may09,9341,2854,3.272950245
A52,A52,apr09,13359,2854,4.680798879
A52,A52,mar09,14979,2854,5.248423266
A52,A52,feb09,12346,2854,4.325858444
A52,A52,jan09,14438,2854,5.058864751
A53,A53,jun13,9796,2049,4.780868716
A53,A53,may13,12691,2532,5.012243286
A53,A53,apr13,10100,1914,5.276907001
A53,A53,mar13,13133,2646,4.963340892
A53,A53,feb13,14076,2687,5.23855601
A53,A53,jan13,10067,2036,4.944499018
A53,A53,dec12,15002,3022,4.964262078
A53,A53,nov12,11100,2059,5.390966489
A53,A53,oct12,12175,2479,4.911254538
A53,A53,sep12,9819,1772,5.541196388
A53,A53,aug12,9851,2126,4.633584196
A53,A53,jul12,8700,1641,5.301645338
A53,A53,jun12,14852,3019,4.919509771
A53,A53,may12,14349,2892,4.961618257
A53,A53,apr12,10793,2303,4.686495875
A53,A53,mar12,13838,2689,5.146150985
A53,A53,feb12,10792,1924,5.609147609
A53,A53,jan12,12859,2552,5.038793103
A53,A53,dec11,13528,2580,5.243410853
A53,A53,nov11,11393,2149,5.301535598
A53,A53,oct11,10327,1979,5.218292067
A53,A53,sep11,13478,2723,4.949687844
A53,A53,aug11,12883,2712,4.750368732
A53,A53,jul11,11449,2219,5.15953132
A53,A53,jun11,10868,2744,3.960641399
A53,A53,may11,15058,2744,5.487609329
A53,A53,apr11,8860,2744,3.228862974
A53,A53,mar11,9997,2744,3.643221574
A53,A53,feb11,10639,2744,3.877186589
A53,A53,jan11,13040,2744,4.752186589
A53,A53,dec10,11372,2744,4.144314869
A53,A53,nov10,12762,2744,4.650874636
A53,A53,oct10,9765,2744,3.558673469
A53,A53,sep10,15703,2744,5.722667638
A53,A53,aug10,10309,2744,3.756924198
A53,A53,jul10,14316,2744,5.217201166
A53,A53,jun10,10419,2744,3.797011662
A53,A53,may10,12176,2744,4.437317784
A53,A53,apr10,11573,2744,4.217565598
A53,A53,mar10,10761,2744,3.92164723
A53,A53,feb10,8460,2744,3.083090379
A53,A53,jan10,13178,2744,4.802478134
A53,A53,dec09,14715,2744,5.362609329
A53,A53,nov09,12124,2744,4.418367347
A53,A53,oct09,11398,2744,4.153790087
A53,A53,sep09,11866,2744,4.324344023
A53,A53,aug09,11238,2744,4.09548105
A53,A53,jul09,12061,2744,4.395408163
A53,A53,jun09,14321,2744,5.219023324
A53,A53,may09,11138,2744,4.059037901
A53,A53,apr09,12567,2744,4.579810496
A53,A53,mar09,11745,2744,4.280247813
A53,A53,feb09,12353,2744,4.501822157
A53,A53,jan09,12546,2744,4.572157434
A54,A54,jun13,14969,2760,5.423550725
A54,A54,may13,14223,2732,5.206076135
A54,A54,apr13,9813,1724,5.69199536
A54,A54,mar13,10303,2016,5.110615079
A54,A54,feb13,12101,2678,4.51867065
A54,A54,jan13,15533,3430,4.528571429
A54,A54,dec12,14210,3014,4.714664897
A54,A54,nov12,14943,2935,5.091311755
A54,A54,oct12,10627,2011,5.284435604
A54,A54,sep12,10918,2053,5.318071115
A54,A54,aug12,12681,2476,5.121567044
A54,A54,jul12,13456,2613,5.149636433
A54,A54,jun12,13122,2802,4.683083512
A54,A54,may12,9975,1741,5.729465824
A54,A54,apr12,14776,2597,5.689641894
A54,A54,mar12,13883,2789,4.97776981
A54,A54,feb12,12933,2637,4.90443686
A54,A54,jan12,10668,2200,4.849090909
A54,A54,dec11,13587,2753,4.935343262
A54,A54,nov11,9747,1889,5.159872949
A54,A54,oct11,15225,2915,5.222984563
A54,A54,sep11,9649,2136,4.517322097
A54,A54,aug11,12969,2713,4.780316992
A54,A54,jul11,12379,2207,5.608971454
A54,A54,jun11,9793,2224,4.403327338
A54,A54,may11,11809,2224,5.309802158
A54,A54,apr11,13703,2224,6.161420863
A54,A54,mar11,10794,2224,4.853417266
A54,A54,feb11,9527,2224,4.283723022
A54,A54,jan11,13540,2224,6.088129496
A54,A54,dec10,10251,2224,4.60926259
A54,A54,nov10,11858,2224,5.331834532
A54,A54,oct10,11563,2224,5.199190647
A54,A54,sep10,14185,2224,6.378147482
A54,A54,aug10,9667,2224,4.346672662
A54,A54,jul10,8778,2224,3.946942446
A54,A54,jun10,13059,2224,5.871852518
A54,A54,may10,12994,2224,5.842625899
A54,A54,apr10,10966,2224,4.930755396
A54,A54,mar10,14424,2224,6.485611511
A54,A54,feb10,11633,2224,5.230665468
A54,A54,jan10,12536,2224,5.636690647
A54,A54,dec09,11907,2224,5.353866906
A54,A54,nov09,11213,2224,5.041816547
A54,A54,oct09,13187,2224,5.929406475
A54,A54,sep09,11258,2224,5.06205036
A54,A54,aug09,12037,2224,5.412320144
A54,A54,jul09,11934,2224,5.366007194
A54,A54,jun09,11212,2224,5.041366906
A54,A54,may09,9950,2224,4.473920863
A54,A54,apr09,11599,2224,5.215377698
A54,A54,mar09,8567,2224,3.852068345
A54,A54,feb09,9655,2224,4.341276978
A54,A54,jan09,9731,2224,4.37544964
A55,A55,jun13,11401,2217,5.142534957
A55,A55,may13,9565,1803,5.305047144
A55,A55,apr13,10370,2329,4.452554745
A55,A55,mar13,12203,2472,4.936488673
A55,A55,feb13,12043,2379,5.062211013
A55,A55,jan13,13845,2727,5.077007701
A55,A55,dec12,9332,2110,4.422748815
A55,A55,nov12,12943,2231,5.801434334
A55,A55,oct12,11482,2043,5.620166422
A55,A55,sep12,12871,2929,4.394332537
A55,A55,aug12,13155,2393,5.497283744
A55,A55,jul12,8513,1713,4.9696439
A55,A55,jun12,9174,1800,5.096666667
A55,A55,may12,14156,2866,4.939288207
A55,A55,apr12,11124,2292,4.853403141
A55,A55,mar12,13442,2422,5.549958712
A55,A55,feb12,9503,2041,4.656050955
A55,A55,jan12,12459,2521,4.942086474
A55,A55,dec11,12120,2376,5.101010101
A55,A55,nov11,13549,3131,4.327371447
A55,A55,oct11,9786,2001,4.890554723
A55,A55,sep11,11144,2160,5.159259259
A55,A55,aug11,15616,3152,4.954314721
A55,A55,jul11,13435,2994,4.487307949
A55,A55,jun11,9221,2478,3.721146086
A55,A55,may11,15664,2478,6.321226796
A55,A55,apr11,12545,2478,5.062550444
A55,A55,mar11,8650,2478,3.490718321
A55,A55,feb11,14334,2478,5.784503632
A55,A55,jan11,13217,2478,5.333736885
A55,A55,dec10,8805,2478,3.553268765
A55,A55,nov10,12911,2478,5.210250202
A55,A55,oct10,12722,2478,5.133979015
A55,A55,sep10,12107,2478,4.885794996
A55,A55,aug10,10475,2478,4.227199354
A55,A55,jul10,9149,2478,3.692090395
A55,A55,jun10,13338,2478,5.382566586
A55,A55,may10,15017,2478,6.060129136
A55,A55,apr10,13813,2478,5.57425343
A55,A55,mar10,13126,2478,5.297013721
A55,A55,feb10,10135,2478,4.089991929
A55,A55,jan10,12482,2478,5.037126715
A55,A55,dec09,14499,2478,5.851089588
A55,A55,nov09,10019,2478,4.043179984
A55,A55,oct09,8389,2478,3.385391445
A55,A55,sep09,12184,2478,4.916868442
A55,A55,aug09,13985,2478,5.643664245
A55,A55,jul09,11682,2478,4.714285714
A55,A55,jun09,10525,2478,4.247376917
A55,A55,may09,12307,2478,4.966505246
A55,A55,apr09,11318,2478,4.567393059
A55,A55,mar09,14284,2478,5.764326069
A55,A55,feb09,11826,2478,4.772397094
A55,A55,jan09,10184,2478,4.10976594
A56,A56,jun13,14241,2790,5.104301075
A56,A56,may13,12995,2412,5.387645108
A56,A56,apr13,9841,1735,5.67204611
A56,A56,mar13,11534,2041,5.651151396
A56,A56,feb13,12056,2427,4.967449526
A56,A56,jan13,12180,2049,5.944363104
A56,A56,dec12,14640,2928,5
A56,A56,nov12,11321,2442,4.635954136
A56,A56,oct12,10407,2306,4.51300954
A56,A56,sep12,11708,2311,5.066205106
A56,A56,aug12,9670,1962,4.928644241
A56,A56,jul12,8736,1909,4.576217915
A56,A56,jun12,10932,2226,4.911051213
A56,A56,may12,15092,3138,4.80943276
A56,A56,apr12,10912,2054,5.312560857
A56,A56,mar12,14537,2722,5.340558413
A56,A56,feb12,14282,3164,4.513906448
A56,A56,jan12,8290,1680,4.93452381
A56,A56,dec11,11573,2441,4.741089717
A56,A56,nov11,10381,2301,4.511516732
A56,A56,oct11,13677,2911,4.698385435
A56,A56,sep11,13829,2805,4.930124777
A56,A56,aug11,13510,2314,5.838375108
A56,A56,jul11,12347,2543,4.855289029
A56,A56,jun11,10401,2689,3.867980662
A56,A56,may11,15380,2689,5.719598364
A56,A56,apr11,11101,2689,4.128300483
A56,A56,mar11,14649,2689,5.447750093
A56,A56,feb11,12721,2689,4.730754927
A56,A56,jan11,10704,2689,3.980661956
A56,A56,dec10,12348,2689,4.592041651
A56,A56,nov10,10051,2689,3.737820751
A56,A56,oct10,11975,2689,4.453328375
A56,A56,sep10,11381,2689,4.232428412
A56,A56,aug10,9993,2689,3.716251395
A56,A56,jul10,13164,2689,4.895500186
A56,A56,jun10,10097,2689,3.754927482
A56,A56,may10,14440,2689,5.370026032
A56,A56,apr10,10794,2689,4.014131647
A56,A56,mar10,14411,2689,5.359241354
A56,A56,feb10,12969,2689,4.822982521
A56,A56,jan10,13356,2689,4.966902194
A56,A56,dec09,13809,2689,5.135366307
A56,A56,nov09,14624,2689,5.438452956
A56,A56,oct09,13053,2689,4.8542209
A56,A56,sep09,10030,2689,3.730011157
A56,A56,aug09,11771,2689,4.377463741
A56,A56,jul09,9099,2689,3.383785794
A56,A56,jun09,8829,2689,3.28337672
A56,A56,may09,11580,2689,4.306433618
A56,A56,apr09,14648,2689,5.447378208
A56,A56,mar09,14585,2689,5.423949424
A56,A56,feb09,14018,2689,5.213090368
A56,A56,jan09,10999,2689,4.090368167
A57,A57,jun13,9507,2193,4.335157319
A57,A57,may13,11477,2412,4.758291874
A57,A57,apr13,9413,1578,5.965145754
A57,A57,mar13,14107,2524,5.589144216
A57,A57,feb13,11955,2227,5.368208352
A57,A57,jan13,9150,1753,5.219623503
A57,A57,dec12,12434,2220,5.600900901
A57,A57,nov12,9931,2197,4.520254893
A57,A57,oct12,11634,2391,4.86574655
A57,A57,sep12,13969,2852,4.897966339
A57,A57,aug12,13558,2623,5.168890583
A57,A57,jul12,12770,2669,4.784563507
A57,A57,jun12,11869,2469,4.807209397
A57,A57,may12,13529,3039,4.451793353
A57,A57,apr12,8389,1499,5.596397598
A57,A57,mar12,14633,3120,4.690064103
A57,A57,feb12,13991,2873,4.869822485
A57,A57,jan12,8899,1817,4.897633462
A57,A57,dec11,10565,1961,5.387557369
A57,A57,nov11,13220,2720,4.860294118
A57,A57,oct11,9497,1776,5.34740991
A57,A57,sep11,15046,3214,4.681393902
A57,A57,aug11,12867,2425,5.305979381
A57,A57,jul11,10767,1893,5.687797147
A57,A57,jun11,13838,2716,5.094992636
A57,A57,may11,12144,2716,4.471281296
A57,A57,apr11,11784,2716,4.338733432
A57,A57,mar11,15210,2716,5.600147275
A57,A57,feb11,11253,2716,4.143225331
A57,A57,jan11,10214,2716,3.760677467
A57,A57,dec10,9371,2716,3.450294551
A57,A57,nov10,14301,2716,5.265463918
A57,A57,oct10,12312,2716,4.533136966
A57,A57,sep10,11733,2716,4.319955817
A57,A57,aug10,14114,2716,5.196612666
A57,A57,jul10,11402,2716,4.19808542
A57,A57,jun10,9669,2716,3.560014728
A57,A57,may10,13050,2716,4.804860088
A57,A57,apr10,13391,2716,4.930412371
A57,A57,mar10,11371,2716,4.186671576
A57,A57,feb10,11548,2716,4.251840943
A57,A57,jan10,13456,2716,4.954344624
A57,A57,dec09,12646,2716,4.656111929
A57,A57,nov09,11122,2716,4.094992636
A57,A57,oct09,10143,2716,3.734536082
A57,A57,sep09,12083,2716,4.448821797
A57,A57,aug09,12352,2716,4.547864507
A57,A57,jul09,13377,2716,4.925257732
A57,A57,jun09,14715,2716,5.417893962
A57,A57,may09,11286,2716,4.155375552
A57,A57,apr09,13572,2716,4.997054492
A57,A57,mar09,12001,2716,4.418630339
A57,A57,feb09,13039,2716,4.800810015
A57,A57,jan09,9130,2716,3.361561119
A58,A58,jun13,10074,1826,5.516976999
A58,A58,may13,10110,2174,4.650413983
A58,A58,apr13,15375,3178,4.837948395
A58,A58,mar13,13713,3218,4.261342449
A58,A58,feb13,8403,1737,4.837651123
A58,A58,jan13,12040,2799,4.301536263
A58,A58,dec12,9924,1982,5.007063572
A58,A58,nov12,12929,2800,4.6175
A58,A58,oct12,11623,2339,4.969217614
A58,A58,sep12,13078,2747,4.760829996
A58,A58,aug12,11445,2406,4.756857855
A58,A58,jul12,12750,2350,5.425531915
A58,A58,jun12,13726,2735,5.018647166
A58,A58,may12,11468,2044,5.610567515
A58,A58,apr12,13834,2828,4.891796322
A58,A58,mar12,14534,2611,5.566449636
A58,A58,feb12,14201,3281,4.328253581
A58,A58,jan12,14310,2914,4.910775566
A58,A58,dec11,9961,2020,4.931188119
A58,A58,nov11,10755,2121,5.070721358
A58,A58,oct11,11641,2305,5.05032538
A58,A58,sep11,10773,2024,5.322628458
A58,A58,aug11,13769,2872,4.794220056
A58,A58,jul11,12857,2889,4.450328834
A58,A58,jun11,13335,3178,4.196035242
A58,A58,may11,13237,3178,4.165198238
A58,A58,apr11,13898,3178,4.373190686
A58,A58,mar11,8786,3178,2.764631844
A58,A58,feb11,15172,3178,4.774071743
A58,A58,jan11,10986,3178,3.456891126
A58,A58,dec10,12990,3178,4.0874764
A58,A58,nov10,12386,3178,3.897419761
A58,A58,oct10,11264,3178,3.544367527
A58,A58,sep10,9252,3178,2.911264947
A58,A58,aug10,14056,3178,4.422907489
A58,A58,jul10,14867,3178,4.678099434
A58,A58,jun10,12564,3178,3.95342983
A58,A58,may10,13318,3178,4.190685966
A58,A58,apr10,11380,3178,3.580868471
A58,A58,mar10,10650,3178,3.351164254
A58,A58,feb10,10684,3178,3.361862807
A58,A58,jan10,10213,3178,3.213656388
A58,A58,dec09,10699,3178,3.366582756
A58,A58,nov09,11556,3178,3.636249213
A58,A58,oct09,12978,3178,4.083700441
A58,A58,sep09,11418,3178,3.592825677
A58,A58,aug09,14413,3178,4.535242291
A58,A58,jul09,14309,3178,4.502517306
A58,A58,jun09,14513,3178,4.566708622
A58,A58,may09,11380,3178,3.580868471
A58,A58,apr09,10747,3178,3.381686595
A58,A58,mar09,12885,3178,4.054436753
A58,A58,feb09,12622,3178,3.971680302
A58,A58,jan09,13218,3178,4.159219635
A59,A59,jun13,13739,2744,5.006924198
A59,A59,may13,8690,1870,4.647058824
A59,A59,apr13,11870,2388,4.970686767
A59,A59,mar13,14729,2506,5.877494014
A59,A59,feb13,13051,2837,4.600281988
A59,A59,jan13,13932,2474,5.631366209
A59,A59,dec12,13745,2620,5.246183206
A59,A59,nov12,9135,2060,4.434466019
A59,A59,oct12,11680,2237,5.221278498
A59,A59,sep12,11341,2320,4.888362069
A59,A59,aug12,9439,1790,5.273184358
A59,A59,jul12,15264,2866,5.325889742
A59,A59,jun12,9711,2014,4.821747766
A59,A59,may12,12540,2793,4.489795918
A59,A59,apr12,8905,2016,4.417162698
A59,A59,mar12,9636,2013,4.786885246
A59,A59,feb12,12937,2530,5.113438735
A59,A59,jan12,10671,2128,5.014567669
A59,A59,dec11,9980,2082,4.793467819
A59,A59,nov11,11466,2406,4.765586035
A59,A59,oct11,14592,2916,5.004115226
A59,A59,sep11,12546,2664,4.709459459
A59,A59,aug11,13949,2704,5.158653846
A59,A59,jul11,10589,2057,5.147788041
A59,A59,jun11,11022,1990,5.538693467
A59,A59,may11,12095,1990,6.077889447
A59,A59,apr11,14026,1990,7.048241206
A59,A59,mar11,11193,1990,5.624623116
A59,A59,feb11,14604,1990,7.338693467
A59,A59,jan11,13971,1990,7.020603015
A59,A59,dec10,10291,1990,5.171356784
A59,A59,nov10,12205,1990,6.133165829
A59,A59,oct10,10003,1990,5.026633166
A59,A59,sep10,9729,1990,4.888944724
A59,A59,aug10,14419,1990,7.245728643
A59,A59,jul10,10755,1990,5.404522613
A59,A59,jun10,14514,1990,7.293467337
A59,A59,may10,10006,1990,5.028140704
A59,A59,apr10,11329,1990,5.692964824
A59,A59,mar10,8767,1990,4.405527638
A59,A59,feb10,12579,1990,6.321105528
A59,A59,jan10,14346,1990,7.209045226
A59,A59,dec09,14119,1990,7.094974874
A59,A59,nov09,13978,1990,7.024120603
A59,A59,oct09,13893,1990,6.981407035
A59,A59,sep09,10901,1990,5.477889447
A59,A59,aug09,14331,1990,7.201507538
A59,A59,jul09,9894,1990,4.971859296
A59,A59,jun09,10399,1990,5.225628141
A59,A59,may09,11330,1990,5.693467337
A59,A59,apr09,11388,1990,5.722613065
A59,A59,mar09,14545,1990,7.309045226
A59,A59,feb09,14458,1990,7.265326633
A59,A59,jan09,11760,1990,5.909547739
A60,A60,jun13,9834,1886,5.214209968
A60,A60,may13,10745,2090,5.141148325
A60,A60,apr13,8915,1673,5.328750747
A60,A60,mar13,11858,2264,5.237632509
A60,A60,feb13,12866,2438,5.277276456
A60,A60,jan13,13646,2464,5.538149351
A60,A60,dec12,14254,3119,4.570054505
A60,A60,nov12,11929,2429,4.911074516
A60,A60,oct12,15339,3058,5.016023545
A60,A60,sep12,12866,2582,4.982958947
A60,A60,aug12,10078,2276,4.427943761
A60,A60,jul12,11153,2389,4.668480536
A60,A60,jun12,14207,2904,4.892217631
A60,A60,may12,11854,2832,4.185734463
A60,A60,apr12,10125,2085,4.856115108
A60,A60,mar12,14451,2748,5.258733624
A60,A60,feb12,12391,2825,4.38619469
A60,A60,jan12,9553,1797,5.316082359
A60,A60,dec11,11714,2495,4.69498998
A60,A60,nov11,11096,2232,4.971326165
A60,A60,oct11,14751,2726,5.411225238
A60,A60,sep11,10413,2012,5.175447316
A60,A60,aug11,12883,2350,5.48212766
A60,A60,jul11,14099,2784,5.064295977
A60,A60,jun11,8987,1793,5.012269939
A60,A60,may11,13971,1793,7.791968767
A60,A60,apr11,15532,1793,8.662576687
A60,A60,mar11,12733,1793,7.101505856
A60,A60,feb11,14326,1793,7.989960959
A60,A60,jan11,8706,1793,4.855549359
A60,A60,dec10,13122,1793,7.31846068
A60,A60,nov10,11817,1793,6.590630229
A60,A60,oct10,10111,1793,5.639152259
A60,A60,sep10,10256,1793,5.720022309
A60,A60,aug10,9954,1793,5.551589515
A60,A60,jul10,13352,1793,7.446737312
A60,A60,jun10,15118,1793,8.431678751
A60,A60,may10,13735,1793,7.660345789
A60,A60,apr10,13269,1793,7.40044618
A60,A60,mar10,12045,1793,6.717791411
A60,A60,feb10,14893,1793,8.306190742
A60,A60,jan10,9583,1793,5.344673731
A60,A60,dec09,13718,1793,7.650864473
A60,A60,nov09,14846,1793,8.279977691
A60,A60,oct09,10795,1793,6.020635806
A60,A60,sep09,10752,1793,5.996653653
A60,A60,aug09,15125,1793,8.435582822
A60,A60,jul09,10451,1793,5.828778583
A60,A60,jun09,9643,1793,5.3781372
A60,A60,may09,10120,1793,5.644171779
A60,A60,apr09,11019,1793,6.14556609
A60,A60,mar09,12868,1793,7.176798661
A60,A60,feb09,10698,1793,5.966536531
A60,A60,jan09,10465,1793,5.836586726
A61,A61,jun13,14092,3058,4.60824068
A61,A61,may13,12606,2503,5.036356372
A61,A61,apr13,14154,3154,4.48763475
A61,A61,mar13,11324,2422,4.675474814
A61,A61,feb13,12463,2720,4.581985294
A61,A61,jan13,13118,3041,4.313712595
A61,A61,dec12,10776,2400,4.49
A61,A61,nov12,10972,2218,4.946798918
A61,A61,oct12,10494,2135,4.915222482
A61,A61,sep12,13859,2480,5.588306452
A61,A61,aug12,14274,2913,4.900102987
A61,A61,jul12,12348,2366,5.218934911
A61,A61,jun12,12017,2361,5.089792461
A61,A61,may12,12769,2798,4.563616869
A61,A61,apr12,10097,2374,4.253159225
A61,A61,mar12,9870,1994,4.949849549
A61,A61,feb12,12978,2472,5.25
A61,A61,jan12,9217,1776,5.189752252
A61,A61,dec11,11882,2536,4.68533123
A61,A61,nov11,12237,2573,4.755926934
A61,A61,oct11,12390,2372,5.223440135
A61,A61,sep11,15268,3362,4.541344438
A61,A61,aug11,11789,2444,4.823649755
A61,A61,jul11,10134,2105,4.814251781
A61,A61,jun11,14208,1598,8.891113892
A61,A61,may11,11043,1598,6.910513141
A61,A61,apr11,13797,1598,8.633917397
A61,A61,mar11,13261,1598,8.298498123
A61,A61,feb11,13842,1598,8.662077597
A61,A61,jan11,10369,1598,6.48873592
A61,A61,dec10,11390,1598,7.127659574
A61,A61,nov10,8703,1598,5.446182728
A61,A61,oct10,8929,1598,5.587609512
A61,A61,sep10,10297,1598,6.443679599
A61,A61,aug10,10133,1598,6.341051314
A61,A61,jul10,12402,1598,7.760951189
A61,A61,jun10,12306,1598,7.700876095
A61,A61,may10,9038,1598,5.655819775
A61,A61,apr10,15087,1598,9.441176471
A61,A61,mar10,9864,1598,6.172715895
A61,A61,feb10,12544,1598,7.849812265
A61,A61,jan10,14870,1598,9.305381727
A61,A61,dec09,13389,1598,8.378598248
A61,A61,nov09,11480,1598,7.183979975
A61,A61,oct09,12192,1598,7.629536921
A61,A61,sep09,9672,1598,6.052565707
A61,A61,aug09,11624,1598,7.274092616
A61,A61,jul09,9415,1598,5.891739675
A61,A61,jun09,9829,1598,6.150813517
A61,A61,may09,12668,1598,7.927409262
